dobj(Soaking,Bears)
nsubj(Easiest,It)
dobj(Add,Accent)
dobj(Consider,Tiles)
nsubj(Add,Tiles)
dobj(Add,Texture)
nsubj(Have,Person)
dobj(Have,Tile)
nsubj(Adds,It)
dobj(Adds,Homey)
nsubj(Feel,Unexpected)
nsubj(Feeling,Person)
dobj(Put,Lights)
nsubj(Lit,Pieces)
nsubj(Look,Person)
nsubj(Serve,It)
nsubj(Necessary,Guns)
nsubj(Have,Person)
dobj(Have,Space)
nsubj(Fun,Lamp)
nsubj(Notice,Person)
dobj(Get,Ones)
nsubj(Have,Person)
dobj(Have,Room)
nsubj(Way,Sconce)
nsubj(Easy,Some)
nsubj(Allow,Size)
nsubj(Help,This)
nsubj(Know,Person)
dobj(Adding,Point)
dobj(Changing,Dishware)
dobj(Put,Twist)
nsubj(Tweak,That)
nsubj(Needed,It)
dobj(Create,List)
nsubj(Want,Person)
dobj(Move,It)
nsubj(Important,It)
nsubj(Pulled,Kitchen)
dobj(Make,Look)
dobj(Accomplish,This)
dobj(Choosing,Decorations)
dobj(Match,It)
nsubj(Have,Stores)
dobj(Have,Sets)
dobj(Make,Project)
dobj(Dangerous,Items)
nsubj(Dangerous,Theme)
nsubj(Overkill,Much)
nsubj(Have,Person)
dobj(Have,Authority)
dobj(Revamp,Kitchen)
nsubj(Way,Theme)
